title,address,phone,years_in_biz,email,website
Clean Ride Car Wash,"1509 S Gordon St, Alvin, TX 77511",(281) 824-4137,9,triciacrcw@outlook.com,https://cleanridecarwash.com/
Suds Car Wash & Express Care,"4203 W Davis St, Conroe, TX 77304",(936) 539-9274,,info@sudsusa.com,
CARisma Wash Lube & Detail,"4099 Saratoga Blvd, Corpus Christi, TX 78413",(361) 853-9274,,,http://www.carismacarwash.net/
Town & Country-Splash Autowash,"4207 Colleyville Blvd, Colleyville, TX 76034",(817) 581-0956,,,
Ming of San Antonio,"5790 NW Loop 410, San Antonio, TX 78238",(210) 681-4830,7,,
Hobby Car Wash & Storage,"7820 Rockhill St, Houston, TX 77061",(713) 645-5534,,,
Witney Auto Wash,"1315 N Brazos St, Whitney, TX 76692",(254) 694-9035,,,
Hydrowash,"100 Massey Tompkins Rd, Baytown, TX 77521",(281) 420-5043,9,,
,,,,,
El Rayo Car Wash,"630 E Filmore Ave, Harlingen, TX 78550",(956) 412-4000,,,
Tower Express Car Wash and Auto Detailing,"1350 E Whitestone Blvd, Cedar Park, TX 78613",(512) 259-5252,9,,http://www.towerexpresscarwash.com/
Sierra Express Car Wash,"1932 S Buckner Blvd, Dallas, TX 75217",(469) 364-8090,12,,
Los Tucanes Car Wash,"3624 E Richardson Rd, Edinburg, TX 78542",(956) 259-8106,11,,
Isaiah's Valet Detailing,"1702 S Padre Island Dr Ste A, Corpus Christi, TX 78416",(361) 826-5846,,,http://faithpowerwashing.com/
Splash-N-Dash,"4600 Western Center Blvd, Haltom City, TX 76137",(817) 485-1188,25,info@dontdrivedirty.com,
Superior Katy Car Wash & Lube,"2320 S Mason Rd, Katy, TX 77450",(281) 391-8944,,,http://superiorkatycarwashandlube.com/
Auto Salon,"8821 Denver St, Rowlett, TX 75088",(972) 523-4999,15,rod.weese@prwenterprises.com,http://prwenterprises.com/
Top Notch Auto Detail,"16952 Scenic Knl, Conroe, TX 77385",(281) 455-6135,,,http://www.topnotchdetailing.net/
Lil Blue's Mobile Detail,"3325 Old Hickory Trl, Forest Hill, TX 76140",(817) 538-7705,,,
Star Full Svc Car Wash,"2195 K Ave, Plano, TX 75074",(972) 423-7575,25,mglaser@starcarwash.com,http://www.starcarwash.com/
Hallmark Car Wash & Lube Center,"3120 Palmer Hwy, Texas City, TX 77590",(409) 945-4611,20,hallmarkcarwash@hotmail.com,https://www.facebook.com/MainLandCarWash
Doc Hollidays Car Wash,"5721 Burnet Rd, Austin, TX 78756",(512) 452-8455,,,
Amelia's Detail Shop,"804 Bee Creek Rd, Spicewood, TX 78669",(512) 796-5286,9,,
Vasquez Hands Car Wash,"4605 N Main St, Houston, TX 77009",(713) 861-6690,9,,
Sullivan's Advanced Paint & Body,"22500 Loop 494, Kingwood, TX 77339",(281) 359-3598,34,sullivansadvancedpaint@comcast.net,http://www.sullivansadvancedpaintandbody.com/
South Texas Car Wash,"4317 San Bernardo Ave, Laredo, TX 78041",(956) 568-3963,36,,
R & W Car Wash,"710 E 2nd St, Big Lake, TX 76932",(325) 884-3429,9,,
Easy Clean Car Wash,"876 E Hidalgo Ave, Raymondville, TX 78580",(956) 689-5430,12,,
Ybarra's Car Wash,"3791 1/2 Pleasanton Rd, San Antonio, TX 78221",(210) 921-0772,10,,
Mont Belvieu Wash & Eagle Cw,"11515 Eagle Dr, Baytown, TX 77523",(281) 576-5251,15,,
Detail Pro's,"2790 Fm 1488 Rd, Conroe, TX 77384",(936) 273-9229,9,,http://www.autodetailtexas.com/
Car Pool Car Wash,"2020 S Austin Ave, Georgetown, TX 78626",(512) 819-0864,,,
Warden & Associates,"1207 S White Chapel Blvd Ste 125, Southlake, TX 76092",(817) 329-8777,15,,
Clay's Customs,"101 N Main St, Hallettsville, TX 77964",(903) 660-3303,,,
Palms Hand Car Wash,"14003 Highway 6, Santa Fe, TX 77517",(409) 925-7256,6,,
South Texas Pressure Wash Services,"Pharr, TX 78577",(956) 781-3456,,,
Jerry's Express Car Wash,"2870 Fort Worth Hwy, Hudson Oaks, TX 76087",(817) 599-8090,,info@jerryscarwash.com,http://www.jerrysexpresscarwash.com/
Detailing 2 You >>> We come to your location!,"Garland, TX 75040",(214) 274-9174,20,jerry@detailing2you.com,http://www.detailing2you.com/
Lampasas Carwash,"1712 Central Texas Expy, Lampasas, TX 76550",(512) 556-5592,,,http://www.walmart.com/
Lobo & Six Shooter Carwash,"1704 S Leon Ave, Monahans, TX 79756",(432) 943-2199,,,
Jr's Carwash,"2601 S Beckley Ave, Dallas, TX 75224",(214) 943-0300,,,
Ranger Car Wash,"719 S Ash St, Perryton, TX 79070",(806) 648-3092,24,,
Professional Detail Shop,"901 Beverly Dr, Wichita Falls, TX 76309",(940) 322-6200,18,,
All American Detail & Auto,"801 E Scott Ave, Wichita Falls, TX 76301",(940) 767-9274,,,
Stony's Paintless Dent Repair,"6650 Canyon Dr Ste 2, Amarillo, TX 79109",(806) 683-4949,16,,
K & L Car Wash,"200 4th St, Graham, TX 76450",(940) 549-2805,15,,
,,,,,
