USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,business_phone,mobile_number,email_address,mailnig_address,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3341785,,CARRIER,ACTIVE,None,COBIAN TRANSPORTATION LLC,,COBIAN TRANSPORTATION LLC,"7814 ALLENGROVE ST
DOWNEY, CA   90240-2615",(562) 745-8240,(562) 745-8240,COBIANTRANSPORTATION@GMAIL.COM,"7814 ALLENGROVE ST
DOWNEY, CA   90240-2615",1,1,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3341814,,CARRIER,NOT AUTHORIZED,None,VALLEY SPREADER INCORPORATED,,VALLEY SPREADER INCORPORATED,"4060 S AVENUE 3 1/4 E
YUMA, AZ   85365",(941) 584-9868,(941) 584-9868,INFO@DOTORDER.INFO,"260 N 9TH ST
BRAWLEY, CA   92227-2608",2,2,10/2/2019,,"Auth. For Hire, ","Interstate, ","Liquids/Gases, Chemicals, Commodities Dry Bulk, "
3341816,,CARRIER,NOT AUTHORIZED,None,CARLOS A AMIANOS,CAYSO REYES TRANSPORT,CARLOS A AMIANOS,"17010 MARYGOLD AVE APT 5
FONTANA, CA   92335",(760) 821-3279,(760) 821-3279,REYESSOFIA61@YAHOO.COM,"17010 MARYGOLD AVE APT 5
FONTANA, CA   92335-6762",2,2,10/2/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3341871,,CARRIER,ACTIVE,None,F&N SPOTTING & SHUTTLE LLC,,F&N SPOTTING & SHUTTLE LLC,"16388 APPLEGATE DR
FONTANA, CA   92337-0856",(909) 782-6569,(909) 782-6569,F.FLORES0219@GMAIL.COM,"16388 APPLEGATE DR
FONTANA, CA   92337-0856",2,1,10/14/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3341898,,CARRIER,ACTIVE,None,5 BROS HAULING LLC,,5 BROS HAULING LLC,"16843 VALLEY BLVD STE E UNIT 533
FONTANA, CA   92335-6666",(909) 401-1649,(909) 401-1649,5BROSHAULINGLLC@GMAIL.COM,"16843 VALLEY BLVD STE E UNIT 533
FONTANA, CA   92335-6666",1,1,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3341908,,CARRIER,ACTIVE,None,JMA TRANSPORT LLC,,JMA TRANSPORT LLC,"1246 W 31ST ST
SN BERNRDNO, CA   92405-1914",(909) 659-3823,(909) 659-3823,JMATRANSPORTLLC1@GMAIL.COM,"1246 W 31ST ST
SN BERNRDNO, CA   92405-1914",1,1,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3341920,,CARRIER,ACTIVE,None,SALVADOR MERCADO JR,SM LOGISTICS,SALVADOR MERCADO JR,"608 E SANDERLING ST
ONTARIO, CA   91761-5843",(909) 268-5566,(909) 268-5566,SMERCADO07@AOL.COM,"608 E SANDERLING ST
ONTARIO, CA   91761-5843",1,1,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3341923,,CARRIER,ACTIVE,None,F JOHNSON TRANSPORT LLC,,F JOHNSON TRANSPORT LLC,"39902 FREMONT BLVD
FREMONT, CA   94538-2663",(408) 504-8569,(408) 504-8569,FJOHNSON_10@YAHOO.COM,"39902 FREMONT BLVD
FREMONT, CA   94538-2663",1,1,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3341924,,CARRIER,ACTIVE,None,EXTRAORDINAIRE TOWING,,EXTRAORDINAIRE TOWING,"5062 GENESEE AVE
SAN DIEGO, CA   92117",(858) 302-6804,(858) 302-6804,BBELLOATTO@HOTMAIL.COM,"5062 GENESEE AVE
SAN DIEGO, CA   92117",1,2,10/14/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Drive/Tow away, "
3341925,,CARRIER,ACTIVE,None,MOVEOLOGY INC,,MOVEOLOGY INC,"412 OLIVE AVE UNIT 329
HUNTINGTN BCH, CA   92648-5142",(323) 802-5377,(323) 802-5377,GIZELLE.SANDERS@YAHOO.COM,"412 OLIVE AVE UNIT 329
HUNTINGTN BCH, CA   92648-5142",1,1,10/3/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3341941,,CARRIER,ACTIVE,None,MEGA TRANS,,MEGA TRANS,"16726 FORREST AVE
VICTORVILLE, CA   92395-3531",(760) 218-7781,(760) 218-7781,MEGATRANS760@GMAIL.COM,"16726 FORREST AVE
VICTORVILLE, CA   92395-3531",10,40,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Liquids/Gases, Meat, Refrigerated Food, Beverages, Paper Products, "
3341944,,CARRIER,ACTIVE,None,CLEA TRUCKING INC,,CLEA TRUCKING INC,"5003 N WILLOW AVE
COVINA, CA   91724-1429",(626) 417-9206,(626) 417-9206,FAMILIAYALA1988@GMAIL.COM,"5003 N WILLOW AVE
COVINA, CA   91724-1429",1,2,10/2/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3341995,,CARRIER,ACTIVE,None,SASHO TRANSPORTATION INC,,SASHO TRANSPORTATION INC,"7826 ATOLL AVE
N HOLLYWOOD, CA   91605-1837",(818) 339-5773,(818) 339-5773,KARINE_MELIKYAN@YAHOO.COM,"7826 ATOLL AVE
N HOLLYWOOD, CA   91605-1837",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342124,,CARRIER,ACTIVE,None,BACA & SONS LLC,,BACA & SONS LLC,"2504 CEDAR ST
SN BERNRDNO, CA   92404-4108",(949) 678-8370,(949) 678-8370,TRUCKINGALLOVER@AOL.COM,"16036 VALLEY BLVD
FONTANA, CA   92335-6432",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342130,,CARRIER,ACTIVE,None,SKYLINE XPRESS LOGISTICS LLC,,SKYLINE XPRESS LOGISTICS LLC,"7874 PALMETTO AVE
FONTANA, CA   92336-2744",(909) 434-2266,(909) 434-2266,SKYLINEXPRESS.CA@GMAIL.COM,"7874 PALMETTO AVE
FONTANA, CA   92336-2744",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342158,,CARRIER,ACTIVE,None,JUAN MORONES GONZALEZ,,JUAN MORONES GONZALEZ,"4315 E MARMON AVE
ORANGE, CA   92869-4040",(714) 883-4043,(714) 883-4043,BMARTINEZ@ABCINS.NET,"4315 E MARMON AVE
ORANGE, CA   92869-4040",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3342168,,CARRIER,ACTIVE,None,MIGUEL A HERNANDEZ,AMC TRANSPORTATION,MIGUEL A HERNANDEZ,"1818 S ROSS ST
SANTA ANA, CA   92707-2227",(657) 859-0561,(657) 859-0561,HERNANDEZ051882@GMAIL.COM,"1818 S ROSS ST
SANTA ANA, CA   92707-2227",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342192,,CARRIER,ACTIVE,None,ASHKO TRANSPORTATION,,ASHKO TRANSPORTATION,"2021 SEQUOIA DR
BARSTOW, CA   92311-6736",(661) 527-2706,(661) 527-2706,ASHKOTRANSPORTATION@GMAIL.COM,"2021 SEQUOIA DR
BARSTOW, CA   92311-6736",8,16,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Grain, Feed, Hay, Meat, Refrigerated Food, Beverages, "
3342205,,CARRIER,ACTIVE,None,BRONCO TRANSPORT INC,,BRONCO TRANSPORT INC,"355 W KERN AVE
MC FARLAND, CA   93250-1350",(661) 586-3649,(661) 586-3649,TAMAYOHT1969@AOL.COM,"355 W KERN AVE
MC FARLAND, CA   93250-1350",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342215,,CARRIER,ACTIVE,None,DENNIS O HERNANDEZ CORTES,BRANDON TRUCKING,DENNIS O HERNANDEZ CORTES,"5709 RUTHELEN ST
LOS ANGELES, CA   90062-2543",(323) 304-8441,(323) 304-8441,DENNISO4242@YAHOO.COM,"5709 RUTHELEN ST
LOS ANGELES, CA   90062-2543",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342220,MC-278461,CARRIER,NOT AUTHORIZED,None,MISSION TRANSPORT SOLUTIONS LLC,,MISSION TRANSPORT SOLUTIONS LLC,"15005 VIA MESSINA DR
BAKERSFIELD, CA   93306-9584",(760) 981-2540,(760) 981-2540,MISSIONTRANSPORTSOLUTIONS@GMAIL.COM,"15005 VIA MESSINA DR
BAKERSFIELD, CA   93306-9584",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342230,,CARRIER,NOT AUTHORIZED,None,ADJ LOGISTIC,,ADJ LOGISTIC,"455 N PLACER PRIVADO
ONTARIO, CA   91764",(626) 560-6194,(626) 560-6194,ADJLOGISTIC66@GMAIL.COM,"455 N PLACER PRIVADO
ONTARIO, CA   91764-5663",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342232,,CARRIER,NOT AUTHORIZED,None,JESSICA GOMEZ,GM TRANSPORTATION,JESSICA GOMEZ,"3217 DIMAGGIO WAY
ANTIOCH, CA   94509",(925) 752-0323,(925) 752-0323,GMTRANSPORTATION925@YAHOO.COM,"3217 DIMAGGIO WAY
ANTIOCH, CA   94509-5716",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3342261,,CARRIER,NOT AUTHORIZED,None,MAHAMAYA TRANSPORT INC,,MAHAMAYA TRANSPORT INC,"3575 W BARSTOW AVE APT 134
FRESNO, CA   93711",(559) 270-4826,(559) 270-4826,NERIA.MARIZA@GMAIL.COM,"3575 W BARSTOW AVE APT 134
FRESNO, CA   93711-6678",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, "
3342276,,CARRIER,ACTIVE,None,NOIRE CREATIVE INC,,NOIRE CREATIVE INC,"13618 GARBER ST
ARLETA, CA   91331-4611",(213) 364-3900,(213) 364-3900,EJSMITH092@GMAIL.COM,"13618 GARBER ST
ARLETA, CA   91331-4611",1,1,10/3/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","PRODUCTION EQUIP, "
3342290,,CARRIER,ACTIVE,None,MARIA E SANCHEZ PADILLA,209 PADILLA'S TRUCKING,MARIA E SANCHEZ PADILLA,"8818 BERGAMO CIR
STOCKTON, CA   95212-3050",(209) 502-0026,(209) 502-0026,MARIA.9449@ME.COM,"8818 BERGAMO CIR
STOCKTON, CA   95212-3050",1,1,10/3/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342302,,CARRIER,ACTIVE,None,TRYBE UP TRUCKING,,TRYBE UP TRUCKING,"3650 E JOSEPHINE CT
COMPTON, CA   90221-4443",(323) 360-5771,(323) 360-5771,WTAUTUAA1228@GMAIL.COM,"3650 E JOSEPHINE CT
COMPTON, CA   90221-4443",1,4,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342303,,CARRIER,ACTIVE,None,M-P TRANSPORT,,M-P TRANSPORT,"5341 WALNUT AVE APT 157
SACRAMENTO, CA   95841-2676",(916) 968-5867,(916) 968-5867,C.PTRANSPORT@HOTMAIL.COM,"5341 WALNUT AVE APT 157
SACRAMENTO, CA   95841-2676",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342319,,CARRIER,ACTIVE,None,ADOLFO MORA GUTIERREZ,PALOMO MPT,ADOLFO MORA GUTIERREZ,"2470 W 2ND AVE
SN BERNRDNO, CA   92407-6900",(909) 775-3451,(909) 775-3451,MORAADOLFO5265@GMAIL.COM,"2470 W 2ND AVE
SN BERNRDNO, CA   92407-6900",0,1,10/24/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Drive/Tow away, "
3342371,,CARRIER,NOT AUTHORIZED,None,INTERSTATE XPRESS LLC,,INTERSTATE XPRESS LLC,"10935 HIGHWAY 99
LIVE OAK, CA   95953",(530) 301-1420,(530) 301-1420,INTERSTATEXPRESS19@GMAIL.COM,"10935 HIGHWAY 99
LIVE OAK, CA   95953-9803",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342376,,CARRIER,ACTIVE,None,ARMANDO RAMIREZ VAZQUEZ,,ARMANDO RAMIREZ VAZQUEZ,"24814 FAIR DAWN LN
MORENO VALLEY, CA   92557-4216",(951) 888-7515,(951) 888-7515,FERNANDO23473@HOTMAIL.COM,"24814 FAIR DAWN LN
MORENO VALLEY, CA   92557-4216",1,2,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342384,,CARRIER,ACTIVE,None,JUNKMD INC,,JUNKMD INC,"1505 NASHVILLE ST
SAN DIEGO, CA   92110-3715",(858) 864-7763,(858) 864-7763,JUNKMDASSISTANT@GMAIL.COM,"1505 NASHVILLE ST
SAN DIEGO, CA   92110-3715",1,2,10/21/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Garbage/Refuse, "
3342395,,CARRIER,NOT AUTHORIZED,None,DTS CARRIER INC,,DTS CARRIER INC,"1369 SANTONA ST
MANTECA, CA   95337",(707) 712-2130,(707) 712-2130,DTSCARRIERINC@GMAIL.COM,"1369 SANTONA ST
MANTECA, CA   95337-8505",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342400,,CARRIER,ACTIVE,None,FAUSTINO ARENAS,ARENAS TRANSPORT,FAUSTINO ARENAS,"3363 MAYFAIR BLVD
FRESNO, CA   93703",(559) 403-4691,(559) 403-4691,F.ARENAS89@YAHOO.COM,"3363 MAYFAIR BLVD
FRESNO, CA   93703-3254",1,1,10/12/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Refrigerated Food, "
3342407,,CARRIER,NOT AUTHORIZED,None,PINA TRUCKING LLC,,PINA TRUCKING LLC,"144 E AVENUE 33 APT 10
LOS ANGELES, CA   90031",(323) 399-6890,(323) 399-6890,ANGELPINA42@YAHOO.COM,"144 E AVENUE 33 APT 10
LOS ANGELES, CA   90031-1966",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342409,,CARRIER,ACTIVE,None,LOUIGGY BERNARD AJU,,LOUIGGY BERNARD AJU,"13112 VULTEE AVE
BELLFLOWER, CA   90706-2023",(760) 498-7104,(760) 498-7104,LLUIGGY_AJU@YAHOO.COM,"13112 VULTEE AVE
BELLFLOWER, CA   90706-2023",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342416,,CARRIER,ACTIVE,None,ARTURO BUENDIA TENORIO,,ARTURO BUENDIA TENORIO,"2543 1/2 E 132ND ST
COMPTON, CA   90222-2720",(310) 706-8263,(310) 706-8263,BIGAS18@YAHOO.COM,"2543 1/2 E 132ND ST
COMPTON, CA   90222-2720",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342420,,CARRIER,ACTIVE,None,MOVING SERVICE LLC,,MOVING SERVICE LLC,"9852 KATELLA AVE UNIT 297
ANAHEIM, CA   92804-6418",(213) 436-8218,(213) 436-8218,IPFINSERVICES@YAHOO.COM,"9852 KATELLA AVE UNIT 297
ANAHEIM, CA   92804-6418",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3342432,,CARRIER,ACTIVE,None,ACE AUTO SHIPPING,,ACE AUTO SHIPPING,"800 ARBOR WAY
BARSTOW, CA   92311-5719",(818) 699-9973,(818) 699-9973,DAVIDHAKOBYAN50@GMAIL.COM,"800 ARBOR WAY
BARSTOW, CA   92311-5719",9,18,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Grain, Feed, Hay, Coal/Coke, Meat, Refrigerated Food, Beverages, "
3342435,,CARRIER,ACTIVE,None,MIRIAM JANETH TORRES,E & M TRANSPORT,MIRIAM JANETH TORRES,"730 CARSON ST APT A
COLUSA, CA   95932-2353",(530) 979-0373,(530) 979-0373,SHORTYZ530@GMAIL.COM,"730 CARSON ST APT A
COLUSA, CA   95932-2353",1,2,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Grain, Feed, Hay, "
3342436,,CARRIER,NOT AUTHORIZED,None,EFR8 LLC,,EFR8 LLC,"728 KERN ST
RICHMOND, CA   94805",(510) 815-0044,(510) 815-0044,MIKEFERRYJR@GMAIL.COM,"728 KERN ST
RICHMOND, CA   94805-1547",1,1,10/10/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3342440,,CARRIER,ACTIVE,None,DELICATE MOVING INC,,DELICATE MOVING INC,"7425 CLYBOURN AVE
SUN VALLEY, CA   91352-5145",(323) 820-8898,(323) 820-8898,IPFINSERVICES@YAHOO.COM,"7425 CLYBOURN AVE
SUN VALLEY, CA   91352-5145",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3342446,,CARRIER,NOT AUTHORIZED,None,JC CARRIER INC,,JC CARRIER INC,"1005 E ATHERTON DR APT 139
MANTECA, CA   95337",(209) 400-4231,(209) 400-4231,JCCARRIERINC1@GMAIL.COM,"1005 E ATHERTON DR APT 139
MANTECA, CA   95337-8022",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, OTHER, "
3342450,,CARRIER,ACTIVE,None,GHAI'S INC,,GHAI'S INC,"12961 TRASK AVE
GARDEN GROVE, CA   92843",(714) 604-5132,(714) 604-5132,INFO@GHAIS.NET,"811 W 19TH ST STE 522
COSTA MESA, CA   92627-3518",1,4,10/26/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, WE HAUL CLEAN TR, "
3342451,,CARRIER,NOT AUTHORIZED,None,PARAGON AUTOMOTIVE LOGISTICS LLC,,PARAGON AUTOMOTIVE LOGISTICS LLC,"28635 BLANIK AVE
NUEVO, CA   92567",(951) 533-3754,(951) 533-3754,RICARDO.NAVARRO11@YAHOO.COM,"28635 BLANIK AVE
NUEVO, CA   92567",1,1,10/14/2019,"10,000 (2018)","Auth. For Hire, ","Interstate, ","General Freight, "
3342461,,CARRIER,NOT AUTHORIZED,None,TRACY L TAYLOR,TC TRUCKING,TRACY L TAYLOR,"5905 ABERNATHY DR
RIVERSIDE, CA   92507",(661) 337-0692,(661) 337-0692,TX_TAYLOR777@YAHOO.COM,"5905 ABERNATHY DR
RIVERSIDE, CA   92507-6499",1,2,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Motor Vehicles, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Fresh Produce, Liquids/Gases, Intermodal Cont., Grain, Feed, Hay, Meat, Garbage/Refuse, US Mail, Chemicals, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, Utilities, Agricultural/Farm Supplies, Construction, "
3342471,,CARRIER,ACTIVE,None,BILL PYE TRUCKING,,BILL PYE TRUCKING,"4602 S BUDLONG AVE
LOS ANGELES, CA   90037",(323) 839-9853,(323) 839-9853,JARETPYE@YAHOO.COM,"4602 S BUDLONG AVE
LOS ANGELES, CA   90037-2812",1,1,10/13/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, "
3342475,,CARRIER,ACTIVE,None,WALFRED SALAZAR ALFARO,SALAZAR TRUCKING,WALFRED SALAZAR ALFARO,"14163 PURPLE CANYON RD
ADELANTO, CA   92301-4604",(909) 827-4508,(909) 827-4508,WALFREDSALAZAR@HOTMAIL.COM,"14163 PURPLE CANYON RD
ADELANTO, CA   92301-4604",1,1,10/19/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342479,,CARRIER,ACTIVE,None,SAFERIDE TRANSPORTATION LLC,,SAFERIDE TRANSPORTATION LLC,"9702 SUNNY ISLE CIR
BOCA RATON, FL   33428-2933",(561) 305-5376,(561) 305-5376,SERGE@SAFERIDETRANSPORTATION.COM,"9702 SUNNY ISLE CIR
BOCA RATON, FL   33428-2933",2,4,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3342498,,CARRIER,NOT AUTHORIZED,None,KNIGHT EXPRESS INC,,KNIGHT EXPRESS INC,"6643 DE LONGPRE AVE APT 6
LOS ANGELES, CA   90028",(310) 981-7670,(310) 981-7670,KNIGHTEXPRESSINC@GMAIL.COM,"6643 DE LONGPRE AVE APT 6
LOS ANGELES, CA   90028-7762",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342512,,CARRIER,ACTIVE,None,ALGO LTD,,ALGO LTD,"419 THOMPSON AVE APT 5
GLENDALE, CA   91201-2544",(747) 203-0111,(747) 203-0111,ALENHAKOBYAN01@GMAIL.COM,"419 THOMPSON AVE APT 5
GLENDALE, CA   91201-2544",5,10,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Liquids/Gases, Livestock, Grain, Feed, Hay, Coal/Coke, Meat, Refrigerated Food, Beverages, "
3342513,,CARRIER,NOT AUTHORIZED,None,LUCKY BG TRUCKING INC,,LUCKY BG TRUCKING INC,"5931 CLOVERLY AVE APT G
TEMPLE CITY, CA   91780",(562) 299-5560,(562) 299-5560,LOADOX@GMAIL.COM,"5931 CLOVERLY AVE APT G
TEMPLE CITY, CA   91780-2020",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342582,,CARRIER,ACTIVE,None,HD FIGUEROA'S TRUCKING INC,,HD FIGUEROA'S TRUCKING INC,"9015 HICKORY AVE
HESPERIA, CA   92345-3723",(760) 272-9642,(760) 272-9642,CFC148484@GMAIL.COM,"9015 HICKORY AVE
HESPERIA, CA   92345-3723",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3342648,,CARRIER,ACTIVE,None,K AND B TOUR LINE INC,,K AND B TOUR LINE INC,"1106 S HARVARD BLVD APT 12
LOS ANGELES, CA   90006-2432",(213) 200-8703,(213) 200-8703,PAUL@DISCOVERYINS.COM,"1106 S HARVARD BLVD APT 1
LOS ANGELES, CA   90006-2433",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3342655,,CARRIER,ACTIVE,None,TRANSACT LEASING,,TRANSACT LEASING,"121 22ND ST
SAN DIEGO, CA   92102-3901",(619) 394-8020,(619) 394-8020,JULIANSALAS00@GMAIL.COM,"121 22ND ST
SAN DIEGO, CA   92102-3901",2,4,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342743,,CARRIER,ACTIVE,None,CAMACHO EXPRESS INC,,CAMACHO EXPRESS INC,"10303 FENWICK ISLAND DR
BAKERSFIELD, CA   93314-8091",(661) 809-5038,(661) 809-5038,TAVOCAMACHO@YAHOO.COM,"10303 FENWICK ISLAND DR
BAKERSFIELD, CA   93314-8091",3,3,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342752,,CARRIER,NOT AUTHORIZED,None,GOMEZ LOGISTICS LLC,,GOMEZ LOGISTICS LLC,"2860 PARK HAVEN DR
RIALTO, CA   92376",(951) 505-9217,(951) 505-9217,GOMEZLOGISTICSLLC@GMAIL.COM,"1460 MELSTONE ST
BEAUMONT, CA   92223-3247",1,2,10/4/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342764,,CARRIER,ACTIVE,None,NIJJER TRANS LLC,,NIJJER TRANS LLC,"825 COBALT CT
TRACY, CA   95377-8624",(209) 834-5397,(209) 834-5397,KNIJJER65@GMAIL.COM,"825 COBALT CT
TRACY, CA   95377-8624",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Meat, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, OTHER, "
3342769,,CARRIER,NOT AUTHORIZED,None,PARLEEN TRANS INC,,PARLEEN TRANS INC,"10806 SAFFRON ST
FONTANA, CA   92337",(909) 559-8471,(909) 559-8471,PARLEENTRANSINC@GMAIL.COM,"10806 SAFFRON ST
FONTANA, CA   92337-7632",1,1,10/4/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342806,,CARRIER,ACTIVE,None,C I A TRUCKING INC,,C I A TRUCKING INC,"1108 E LELAND RD APT 183
PITTSBURG, CA   94565-7527",(925) 260-2433,(925) 260-2433,CIATRUCKING428@GMAIL.COM,"1108 E LELAND RD APT 183
PITTSBURG, CA   94565-7527",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342811,,CARRIER,ACTIVE,None,PIERCE DISTRIBUTION LLC,CJS TRUCKING,PIERCE DISTRIBUTION LLC,"21515 HAWTHORNE BLVD STE 200
TORRANCE, CA   90503-6512",(424) 323-3151,(424) 323-3151,PIERCEDISTRIBUTIONLLC15@GMAIL.COM,"21515 HAWTHORNE BLVD STE 200
TORRANCE, CA   90503-6512",2,2,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342816,,CARRIER,ACTIVE,None,GRAND INTEREST INC,,GRAND INTEREST INC,"16014 ADELANTE ST STE C
IRWINDALE, CA   91702-3235",(818) 937-4333,(818) 937-4333,INFO@GRANDINTEREST.COM,"16014 ADELANTE ST STE C
IRWINDALE, CA   91702-3235",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3342868,,CARRIER,ACTIVE,None,A AND A FARMING ENTERPRISES INC,,A AND A FARMING ENTERPRISES INC,"269 N ELMWOOD AVE
LINDSAY, CA   93247-2403",(559) 562-2822,(559) 562-2822,CVPAYROLL.MARIA@GMAIL.COM,"269 N ELMWOOD AVE
LINDSAY, CA   93247-2403",8,8,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Fresh Produce, "
3342895,,CARRIER,NOT AUTHORIZED,None,YACOB DEBAS,,YACOB DEBAS,"870 52ND ST APT B
OAKLAND, CA   94608",(510) 847-3497,(510) 847-3497,YACCOBISSAK888@GMAIL.COM,"870 52ND ST APT B
OAKLAND, CA   94608-3245",1,1,10/4/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3342913,,CARRIER,NOT AUTHORIZED,None,MEJIA TRANSPORTATION INC,,MEJIA TRANSPORTATION INC,"2411 W 74TH ST
LOS ANGELES, CA   90043",(323) 787-1556,(323) 787-1556,CESARMEJIAM@YAHOO.COM,"2411 W 74TH ST
LOS ANGELES, CA   90043-5319",1,2,10/4/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3342918,,CARRIER,ACTIVE,None,FRANCISCO JAVIER AVELAR,,FRANCISCO JAVIER AVELAR,"1141 HARMONY WAY
HEBER, CA   92249-9510",(760) 457-8744,(760) 457-8744,LOURDES022881920@GMAIL.COM,"1141 HARMONY WAY
HEBER, CA   92249-9510",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
